UNIDADE,SUBACAO,FONTE,DESPESA,MOD LICITACAO,CREDOR,N.PROCESSO-NE,EMPENHO,DATA NE,DOCUMENT-DC,UGDC,MOD EMPENHO,BANCO,AGENCIA,CONTA,FUNÇÃO,SUBFUNÇÃO,PROGRAMA,AÇÃO,COMPLEMENTO DO EMP.,HISTORICO,Empenhado,Reforco,Anulacao,Saldo Empenho,Liquidado no Exercicio,Empenhos a Liquidar,Pagamentos do Exercicio,Liquidados a Pagar,Total a Pagar,Em Liquidacao
170012 - FES,111801,1500001002,33901414,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.002737/2025-16,2025NE000080,2025-02-04,,170012,2 - ESTIMATIVO,001,02757X,0000073261,10,301,2084,1118,1,Estimativo de Empenho para as Diárias ED 30901414 da Fonte 1500 PA 2084 Ação 1118 referente à Coordenadoria do Sistema de Apoio à Descentralização COSAD para o 1º quadrimestre de 2025 no valor de R 3534750 CÓD 39039 Ofício 2375 0056520309 Informação 334 0057008679,35347.5,0.0,-35347.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170012 - FES,111801,1500001002,33901414,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.002737/2025-16,2025NE000388,2025-02-12,,170012,2 - ESTIMATIVO,001,02757X,0000073261,10,301,2084,1118,1,Estimativo de Empenho para as Diárias ED 30901414 da Fonte 1500 PA 2084 Ação 1118 referente à Coordenadoria do Sistema de Apoio à Descentralização COSAD para o 1º quadrimestre de 2025 no valor de R 3534750 CÓD 39039 Ofício 2375 0056520309 Informação 485 0057233791 Autorização 0057163436,29592.5,126558.0,-26032.5,130118.0,130118.0,0.0,130118.0,0.0,0.0,0.0
170012 - FES,111801,1500001002,33901417,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.005291/2025-81,2025NE001231,2025-03-11,,170012,2 - ESTIMATIVO,001,02757X,0000073261,10,301,2084,1118,1,16036 EPCCOSAD Ressarcimento de diárias para atender a COSAD no 1º quadrimestre de 2025 Despacho 0057772182,15575.0,0.0,-1112.5,14462.5,14462.5,0.0,14462.5,0.0,0.0,0.0
170012 - FES,111801,1600000001,33901414,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE000442,2025-02-18,,170012,1 - ORDINARIO,001,02757X,0000103330,10,301,2084,1118,1,CODIGO 16041 EPCDSDIG Estimativo de diárias com a finalidade de assegurar a manutenção das despesas decorrentes com diárias de pessoal civil para dentro e fora do Estado para os servidores do SESAUDSDIG referente ao exercício de 2025 conforme estabelecido na Programação Anual de Viagens 2025 0057342078 e Memorando 8 0057140258 nos termos do Decreto n 18728 de 27 de março de 2014 da Portaria n 23972018SESAUCCI Inf 0057477908,11724.0,0.0,-11724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170012 - FES,111801,1600000001,33901414,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE000888,2025-02-25,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Estimativo de diárias com a finalidade de assegurar a manutenção das despesas decorrentes com diárias de pessoal civil para dentro e fora do Estado para os servidores do SESAUDSDIG referente ao exercício de 2025Ref Janeiro a Março Informação 569 0057477908Errata 0057478841,11724.0,0.0,-7051.5,4672.5,4672.5,0.0,4672.5,0.0,0.0,0.0
170012 - FES,111801,1600000001,33901415,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE000890,2025-02-25,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Estimativo de diárias com a finalidade de assegurar a manutenção das despesas decorrentes com diárias de pessoal civil para dentro e fora do Estado para os servidores do SESAUDSDIG referente ao exercício de 2025Ref Janeiro a Março Informação 569 0057477908Errata 0057478841,7500.0,0.0,-1537.0,5963.0,5963.0,0.0,5963.0,0.0,0.0,0.0
170012 - FES,111801,1600000001,33901415,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE007901,2025-12-01,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Cobertura de despesas com viagens fora do Estado visando inicialmente o atendimento à agenda do Fórum de Saúde Digital e VI Encontro Nacional da Rede CIEGESCONASS Informação 1115 0066975343,8588.5,0.0,-630.1,7958.4,7958.4,0.0,7958.4,0.0,0.0,0.0
170012 - FES,111801,1600000001,33901415,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.021854/2025-89,2025NE002881,2025-06-02,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIGEstimativo de diárias para os servidores do SESAUDSDIG Ref Abril a Julho Parcial Informação 2047 0060792390,9000.0,0.0,-668.4,8331.6,8331.6,0.0,8331.6,0.0,0.0,0.0
170012 - FES,111801,2600000001,33901414,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE006166,2025-09-23,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Estimativo de diárias com a finalidade de assegurar a manutenção das despesas decorrentes com diárias de pessoal civil para DENTRO DO ESTADO para os servidores do SESAUDSDIG referente ao exercício de 2025 conforme estabelecido na Programação Anual de Viagens 2025 0057342078 e Memorando 8 0057140258 nos termos do Decreto n 18728 de 27 de março de 2014 da Portaria n 23972018SESAUCCI Informação 33 SEI nº 0064577989,24206.6,0.0,-1734.1,22472.5,22472.5,0.0,22472.5,0.0,0.0,0.0
170012 - FES,111801,2600000001,33901415,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.006349/2025-12,2025NE006167,2025-09-23,,170012,2 - ESTIMATIVO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Estimativo de diárias com a finalidade de assegurar a manutenção das despesas decorrentes com diárias de pessoal civil para FORA DO ESTADO para os servidores do SESAUDSDIG referente ao exercício de 2025 conforme estabelecido na Programação Anual de Viagens 2025 0057342078 e Memorando 8 0057140258 nos termos do Decreto n 18728 de 27 de março de 2014 da Portaria n 23972018SESAUCCI Informação 33 SEI nº 0064577989,24465.4,0.0,-6412.6,18052.8,18052.8,0.0,18052.8,0.0,0.0,0.0
170012 - FES,111801,2600000001,33901417,Não Aplicável,PF3349014 - DIARIAS PESS.CIVIL,0036.043670/2025-70,2025NE006208,2025-09-25,,170012,1 - ORDINARIO,001,02757X,0000103330,10,301,2084,1118,1,16041 EPCDSDIG Ressarcimento de diárias com despesas decorrentes com diárias de pessoal civil para FORA DO ESTADO para os servidores do SESAUDSDIG referente ao exercício de 2025 Justificativa 0064724792 Informação 97 0064758336,6089.4,0.0,0.0,6089.4,6089.4,0.0,6089.4,0.0,0.0,0.0
170012 - FES,144902,1500001002,33909301,Não Aplicável,PF0170012 - PESSOAL FES,0036.006579/2025-73,2025NE000300,2025-02-11,,170012,2 - ESTIMATIVO,001,02757X,0000073261,10,122,1015,1449,1,Projeto Voluntariar visando prestação de serviço voluntário no âmbito do Poder Executivo do Estado de Rondônia Informação0057243529 Despacho SESAUVOL 0057240222,983892.0,937040.0,0.0,1920932.0,1920932.0,0.0,1920932.0,0.0,0.0,0.0
170012 - FES,144902,1500001002,33909301,Não Aplicável,PF0170012 - PESSOAL FES,0036.006579/2025-73,2025NE001879,2025-03-27,,170012,2 - ESTIMATIVO,001,02757X,0000073261,10,122,1015,1449,1,Projeto Voluntariar visando prestação de serviço voluntário no âmbito do Poder Executivo do Estado de Rondônia Informação 1339 0058689047,843336.0,3614412.0,0.0,4457748.0,4419184.0,38564.0,4419184.0,0.0,38564.0,0.0
170012 - FES,149007,1500000001,31900405,Não Aplicável,04287520000188 - SECRETARIA DE ESTADO DA SAUDE,0036.054323/2025-72,2025NE007657,2025-11-26,,170012,1 - ORDINARIO,001,02757X,0000100005,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGNOVEMBRO2025 COMPLEXO DE SAÚDE,12097914.83,0.0,0.0,12097914.83,12097914.83,0.0,12097914.83,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900402,Não Aplicável,29979036001201 - INSS INSTITUTO NACIONAL DO SEGURO SOCIAL,0036.058119/2025-21,2025NE008762,2025-12-19,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM OBRIGAÇÃO PATRONAL E 13 FÉRIAS INSS EMERGENCIAL REFERENTE FOPAGDEZEMBRO2025 COMPLEXO DE SAÚDE,3836749.23,0.0,0.0,3836749.23,3836749.23,0.0,3836749.23,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.004509/2025-81,2025NE000039,2025-01-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM  ADICIONAL DE PERICULOSIDADE LEI 396116  SELETIVOS  REFERENTE A FOPAGJANEIRO2025 COMPLEXO DE SAÚDE,6952.87,0.0,0.0,6952.87,6952.87,0.0,6952.87,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.009951/2025-01,2025NE001001,2025-02-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116  SELETIVOS REFERENTE A FOPAGFEVEREIRO2025 COD 12090  COMPLEXO DE SAÚDE,7697.0,0.0,0.0,7697.0,7697.0,0.0,7697.0,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.014951/2025-15,2025NE001828,2025-03-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 COD12090 SELETIVOS REFERENTE A FOPAGMARÇO2025 COMPLEXO DE SAÚDE,6874.44,0.0,0.0,6874.44,6874.44,0.0,6874.44,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.020421/2025-14,2025NE002303,2025-04-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 SELETIVOS REFERENTE A FOPAGABRIL2025  COMPLEXO DE SAÚDE,5542.76,0.0,0.0,5542.76,5542.76,0.0,5542.76,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.025108/2025-64,2025NE002736,2025-05-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 SELETIVOS REFERENTE A FOPAGMAIO2025 COMPLEXO DE SAÚDE,6420.07,0.0,0.0,6420.07,6420.07,0.0,6420.07,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.030133/2025-60,2025NE003518,2025-06-25,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 SELETIVOS COD12090 REFERENTE A FOPAGJUNHO2025 COMPLEXO DE SAUDE,5723.03,0.0,0.0,5723.03,5723.03,0.0,5723.03,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.035735/2025-11,2025NE004571,2025-07-30,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 REFERENTE FOPAGJULHO2025 COMPLEXO DE SAÚDE,5723.03,0.0,0.0,5723.03,5723.03,0.0,5723.03,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.040934/2025-33,2025NE005505,2025-08-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 REFERENTE FOPAGAGOSTO2025 COMPLEXO DE SAÚDE,5723.03,0.0,0.0,5723.03,5723.03,0.0,5723.03,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900403,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.046235/2025-05,2025NE006303,2025-09-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 REFERENTE FOPAGSETEMBRO2025 COMPLEXO DE SAÚDE,9181.05,0.0,0.0,9181.05,9181.05,0.0,9181.05,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.004509/2025-81,2025NE000038,2025-01-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM  ADICIONAL DE INSALUBRIDADE  SELETIVOS  REFERENTE A FOPAGJANEIRO2025 COMPLEXO DE SAÚDE,130799.92,0.0,0.0,130799.92,130799.92,0.0,130799.92,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.009951/2025-01,2025NE001000,2025-02-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE INSALUBRIDADE SELETIVOS REFERENTE A FOPAGFEVEREIRO2025 COD 12090  COMPLEXO DE SAÚDE,137702.33,0.0,0.0,137702.33,137702.33,0.0,137702.33,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.014951/2025-15,2025NE001827,2025-03-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE INSALUBRIDADE COD12090 SELETIVOS REFERENTE A FOPAGMARÇO2025 COMPLEXO DE SAÚDE,122660.76,0.0,0.0,122660.76,122660.76,0.0,122660.76,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.020421/2025-14,2025NE002302,2025-04-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE INSALUBRIDADE SELETIVOS REFERENTE A FOPAGABRIL2025  COMPLEXO DE SAÚDE,132917.1,0.0,0.0,132917.1,132917.1,0.0,132917.1,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.025108/2025-64,2025NE002735,2025-05-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE INSALUBRIDADE SELETIVOS REFERENTE A FOPAGMAIO2025 COMPLEXO DE SAÚDE,134070.28,0.0,0.0,134070.28,134070.28,0.0,134070.28,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.030133/2025-60,2025NE003516,2025-06-25,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM ADICIONAL DE INSALUBRIDADE SELETIVOS  COD12090 REFERENTE A FOPAGJUNHO2025 COMPLEXO DE SAUDE,147074.29,0.0,0.0,147074.29,147074.29,0.0,147074.29,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.035735/2025-11,2025NE004570,2025-07-30,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE INSALUBRIDADE CONT EMERGENCIAL REFERENTE FOPAGJULHO2025 COMPLEXO DE SAÚDE,135512.96,0.0,0.0,135512.96,135512.96,0.0,135512.96,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.040934/2025-33,2025NE005504,2025-08-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE INSALUBRIDADE CONT EMERGENCIAL REFERENTE FOPAGAGOSTO2025 COMPLEXO DE SAÚDE,142653.66,0.0,0.0,142653.66,142653.66,0.0,142653.66,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.046235/2025-05,2025NE006302,2025-09-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE INSALUBRIDADE CONT EMERGENCIAL REFERENTE FOPAGSETEMBRO2025 COMPLEXO DE SAÚDE,172300.08,0.0,0.0,172300.08,172300.08,0.0,172300.08,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.050015/2025-78,2025NE006891,2025-10-23,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE INSALUBRIDADE CONT EMERGENCIAL REFERENTE FOPAGOUTUBRO2025 COMPLEXO DE SAÚDE,142090.8,0.0,0.0,142090.8,142090.8,0.0,142090.8,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900404,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.050015/2025-78,2025NE006892,2025-10-23,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM ADICIONAL DE PERICULOSIDADE LEI 396116 REFERENTE FOPAGOUTUBRO2025 COMPLEXO DE SAÚDE,7014.96,0.0,0.0,7014.96,7014.96,0.0,7014.96,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.004509/2025-81,2025NE000037,2025-01-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM SALARIO PESSOA REGIDO PELA CLT SELETIVOS  REFERENTE A FOPAGJANEIRO2025 COMPLEXO DE SAÚDE,13272453.97,0.0,0.0,13272453.97,13272453.97,0.0,13272453.97,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.009951/2025-01,2025NE000998,2025-02-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM VENCIMENTOS SALARIO PESSOA REGIDO PELA CLT SELETIVOS COD 12090 REFERENTE A FOPAGFEVEREIRO2025 COMPLEXO DE SAÚDE,14318130.37,0.0,0.0,14318130.37,14318130.37,0.0,14318130.37,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.009951/2025-01,2025NE000999,2025-02-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COMPLEMENTO DE DESPESA COM VENCIMENTOS SALARIO PESSOA REGIDO PELA CLT SELETIVOS COD 12090  REFERENTE A FOPAGFEVEREIRO2025 COMPLEXO DE SAÚDE,51.6,0.0,0.0,51.6,51.6,0.0,51.6,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.014951/2025-15,2025NE001826,2025-03-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM VENCIMENTOS COD12090 SALARIO PESSOA REGIDO PELA CLT SELETIVOS REFERENTE A FOPAGMARÇO2025 COMPLEXO DE SAÚDE,14699781.95,0.0,0.0,14699781.95,14699781.95,0.0,14699781.95,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.020421/2025-14,2025NE002296,2025-04-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM VECIMENTOS SALARIO PESSOA REGIDO PELA CLT COD12090 PROCESSO SELETIVO FOPAGABRIL2025 COMPLEXO DE SAÚDE,10841876.49,0.0,0.0,10841876.49,10841876.49,0.0,10841876.49,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.020421/2025-14,2025NE002301,2025-04-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COMPLEMENTO DE DESPESA COM VENCIMENTOS SALARIO PESSOA REGIDO PELA CLT SELETIVOS REFERENTE A FOPAGABRIL2025  COMPLEXO DE SAÚDE,4031074.63,0.0,0.0,4031074.63,4031074.63,0.0,4031074.63,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.025108/2025-64,2025NE002762,2025-05-28,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM VENCIMENTOS SALARIO PESSOA REGIDO PELA CLT SELETIVOS CÓD12090 REFERENTE A FOPAGMAIO2025 COMPLEXO DE SAÚDE,14501918.39,0.0,0.0,14501918.39,14501918.39,0.0,14501918.39,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.030133/2025-60,2025NE003558,2025-06-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM VENCIMENTOS SALARIO PESSOA REGIDO PELA CLT SELETIVOS REFERENTE A FOPAGJUNHO2025 COMPLEXO DE SAÚDE COD 12090,14292479.57,0.0,0.0,14292479.57,14292479.57,0.0,14292479.57,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.035735/2025-11,2025NE004569,2025-07-30,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGJULHO2025 COMPLEXO DE SAÚDE,14115698.17,0.0,0.0,14115698.17,14115698.17,0.0,14115698.17,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.040934/2025-33,2025NE005502,2025-08-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGAGOSTO2025 COMPLEXO DE SAÚDE,13829680.15,0.0,0.0,13829680.15,13829680.15,0.0,13829680.15,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.046235/2025-05,2025NE006301,2025-09-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGSETEMBRO2025 COMPLEXO DE SAÚDE,13857093.6,0.0,0.0,13857093.6,13857093.6,0.0,13857093.6,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.050015/2025-78,2025NE006890,2025-10-23,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGOUTUBRO2025 COMPLEXO DE SAÚDE,13679828.57,0.0,0.0,13679828.57,13679828.57,0.0,13679828.57,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.054323/2025-72,2025NE007667,2025-11-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGNOVEMBRO2025 COMPLEXO DE SAÚDE,1161247.42,0.0,0.0,1161247.42,1161247.42,0.0,1161247.42,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900405,Não Aplicável,04287520000188 - SECRETARIA DE ESTADO DA SAUDE,0036.058119/2025-21,2025NE008805,2025-12-21,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,COD12090 DESPESA COM SALARIO PESSOA REGIDO PELA CLT REFERENTE FOPAGDEZEMBRO2025 COMPLEXO DE SAÚDE,8244745.38,0.0,0.0,8244745.38,8244745.38,0.0,8244745.38,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900410,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.004509/2025-81,2025NE000041,2025-01-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM FÉRIAS PROPORCIONAIS  SELETIVOS  REFERENTE A FOPAGJANEIRO2025 COMPLEXO DE SAÚDE,204630.05,0.0,0.0,204630.05,204630.05,0.0,204630.05,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900410,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.009951/2025-01,2025NE001030,2025-02-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM FÉRIAS PROPORCIONAIS  SELETIVO COD 12090  REFERENTE A FOPAGFEVEREIRO2025 COMPLEXO DE SAÚDE,464008.76,0.0,0.0,464008.76,464008.76,0.0,464008.76,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900410,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.014951/2025-15,2025NE001830,2025-03-26,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM FÉRIAS PROPORCIONAIS COD12090 SELETIVOS REFERENTE A FOPAGMARÇO2025 COMPLEXO DE SAÚDE,11103.38,0.0,0.0,11103.38,11103.38,0.0,11103.38,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900410,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.020421/2025-14,2025NE002305,2025-04-29,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM FÉRIAS PROPORCIONAIS SELETIVOS COD 12090 REFERENTE A FOPAGABRIL2025  COMPLEXO DE SAÚDE,189359.78,0.0,0.0,189359.78,189359.78,0.0,189359.78,0.0,0.0,0.0
170012 - FES,149007,1500001002,31900410,Não Aplicável,00733062000102 - FUNDO ESTADUAL DE SAUDE - FES,0036.025108/2025-64,2025NE002738,2025-05-27,,170012,1 - ORDINARIO,001,02757X,0000098795,10,122,1015,1490,1,DESPESA COM FÉRIAS PROPORCIONAIS  SELETIVOS REFERENTE A FOPAGMAIO2025 COMPLEXO DE SAÚDE,44239.17,0.0,0.0,44239.17,44239.17,0.0,44239.17,0.0,0.0,0.0
