UNIDADE,FONTE DE RECURSO,DESPESA,NUMERO PROCESSO,DATA,DOCUMENTO,DOC.ORIG.NE,CREDOR,HISTORICO,MOVIMENTO
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-21,2025OB140636,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC  0054020609202536,3115.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-22,2025OB141473,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC0036047992202598,2403.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-22,2025OB141548,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC0036049861202545,4450.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-23,2025OB142254,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC0036048885202587,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-27,2025OB143966,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036050365202534,8410.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-27,2025OB143973,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0059000916202551,5384.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-31,2025OB145977,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036048658202551,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-31,2025OB145980,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 00036049717202517,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-10-31,2025OB145985,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036049725202555,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-04,2025OB148039,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036051012202551,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-04,2025OB148047,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036050990202586,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-04,2025OB148066,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036050371202591,8321.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-04,2025OB148081,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DAS DIARIASPROC 0036050981202595,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-11,2025OB152135,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 11112025 A 14112025Porto VelhoAriquemesJiParanáCacoalRolim de MouraVilhenaPorto VelhoTransporte de Materiais de Expediente e Mandados Judiciais para as regionais de saúde de Ariquemes JiParaná Cacoal Rolim de Moura Vilhena e HRCPROCESSO 0036052234202591,3115.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-11,2025OB152193,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 08112025 A 08112025Porto VelhoItapuã do OestePorto VelhoParticipar do Projeto Social Coração em ação que será realizado no município de Itapuã do Oeste RO no dia 08 de novembro de 2025 de 13h à 17hPROCESSO 0036050804202517,1112.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-11,2025OB152196,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 12112025 A 14112025Porto VelhoCacoalVilhenaPorto VelhoTransporte e a entrega de Nutrição Enteral para o hospital Regional de Cacoal Regional de Saúde de Cacoal Regional de Saúde de VilhenaPROCESSO 0036052318202525,3337.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-11,2025OB152211,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 11112025 A 13112025 Porto VelhoAriquemesJiParanáRolim de MouraPorto VelhoTransporte de nutrição enteral para as regionais de saúde de Ariquemes JiParaná e Rolim de MouraPROCESSO 0036052240202549,3337.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-11,2025OB152221,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 09112025 A 12112025Porto VelhoCacoalPorto VelhoVisita técnica ao Hospital Regional de Cacoal HRC a ser efetuada por equipe do Hospital de Base Dr Ary Pinheiro HBAP com o objetivo de conhecer as práticas exitosas daquela unidade referência em oncologia visando à adequação e aprimoramento das ações desenvolvidas na UNACON deste hospitalPROCESSO 0049014009202516,3426.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-12,2025OB152581,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERDIODO 09112025 A 12112025 Porto VelhoCacoalPorto VelhoVisita técnica ao Hospital Regional de Cacoal HRC a ser efetuada por equipe do Hospital de Base Dr Ary Pinheiro HBAP com o objetivo de conhecer as práticas exitosas daquela unidade referência em oncologia visando à adequação e aprimoramento das ações desenvolvidas na UNACON deste hospitaPROCESSO 0049014009202516,4672.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-12,2025OB152945,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIA PERIODO 12112025 A 13112025CacoalPorto VelhoCacoalTransportar amostras de biopsias para realizar exame Anatomopatológicos ate o Hospital de Base em Porto Velho  ROPROCESSO 0036049644202555,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-13,2025OB153992,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,PAGAMENTO DE DIÁRIAS  PROCESSO 0036048808202527,1379.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-13,2025OB154005,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,DIARIASPERIODO 20102025 A 21102025 E 29102025 A 30102025 OBS SÃO DOIS PERIODOSSão Francisco do Guaporé CacoalSão Francisco do GuaporéParticipar do  Projeto ¿Cuidando de Quem Cuida Uma Jornada Institucional no SUS de Rondônia baseandose em metodologias da FEBRACIS ¿ Coaching Integral Sistêmico e nos princípios da Política Nacional de Humanização e da Educação Permanente em Saúde A iniciativa busca fortalecer a cultura organizacional aprimorar a gestão de pessoas e promover ambientes de trabalho mais saudáveis empáticos e colaborativosPROCESSO 0036048946202514,5340.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-14,2025OB154820,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 13112025 A 13112025 Porto VelhoCandeias do Jamari  Porto VelhoRealização da Semana Tutorial da Planificação na Região Madeira MamoréPROCESSO 0036050730202519,222.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-14,2025OB154834,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 29102025 A 29102025 E 30102025 A 30102025 OBS DOIS PERIODOSRolim de MouraCacoalRolim de MouraParticipar do Projeto ¿Cuidando de Quem Cuida Uma Jornada Institucional no SUS de Rondônia¿ ¿ Performance para Gestores e Profissionais de SaúdePROCESSO 0036048808202527,489.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-17,2025OB155676,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 29102025 A 30102025São Francisco do Guaporé CacoalSão Francisco do GuaporéParticipar do  Projeto ¿Cuidando de Quem Cuida Uma Jornada Institucional no SUS de Rondônia baseandose em metodologias da FEBRACIS ¿ Coaching Integral Sistêmico e nos princípios da Política Nacional de Humanização e da Educação Permanente em Saúde A iniciativa busca fortalecer a cultura organizacional aprimorar a gestão de pessoas e promover ambientes de trabalho mais saudáveis empáticos e colaborativosPROCESSO 0036048946202514,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-18,2025OB155775,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 12112025 A 12112025 Porto Velho Itapuã do Oeste Porto VelhoRealização da Semana Tutorial da Planificação na Região Madeira MamoréPROCESSO 0036050722202564,222.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-18,2025OB156591,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 18112025 A 19112025Porto VelhoCacoalPorto VelhoTransporte de materiais de expediente e hospitalares que se encontram no almoxarifado do CAP CAF I CAF2PROCESSO 0036053121202511,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-18,2025OB156594,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 17112025 A 18112025Porto Velho    Cacoal  Porto VelhoTransporte de materiais de expediente e hospitalares que se encontram no almoxarifado do CAP CAF I CAF2 no município de Porto Velho para Hospital De Urgência e Emergência Regional De Cacoal HeuroPROCESSO 0036053109202507,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-19,2025OB157468,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 19112025 A 20112025 Porto Velho  AriquemesPorto VelhoTransporte e a entrega de medicamentos soluções básicas e materiais hospitalares Afim de atender as necessidades do Centro de Diálise de AriquemesPROCESSO 0036053126202536,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-20,2025OB158627,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,45 DIARIASPERIODO 23112025 A 27112025Porto VelhoRolim de MouraAriquemesPorto VelhoRealizar a Oficina de Pactuação da Programação Pactuada da Atenção Especializada PPAE das Regiões de Saúde Vale do Jamari e Zona da Mata A Programação Pactuada da Atenção Especializada PPAE faz parte do processo do Planejamento Regional Integrado PRI e consiste no processo de definição quantificação e orçamentação das ações e serviços de saúde desenvolvido em conjunto entre estado e os municípios com foco na regionalização para fazer face às necessidades da população particularmente no que se refere à atenção de média e alta complexidade tendo a atenção primária como norteadora da rede e coordenadora do cuidado PROCESSO 0036052341202510,2403.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-25,2025OB159576,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 24112025 A 25112025Porto VelhoBuritisPorto VelhoTransporte de materiais de expediente e materiais hospitalares para o Hospital Regional de BuritisPROCESSO 0036053729202538,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-25,2025OB159591,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 26112025 A 28112025Porto VelhoSão Francisco do GuaporéPorto VelhoTransporte de materiais de expediente e hospitalares para o Hospital Regional de São Francisco do GuaporéPROCESSO 0036053739202573,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-26,2025OB160723,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 26112025 A 29112025Porto VelhoAriquemesJiParaná CacoalRolim de Moura VilhenaPorto VelhoTransporte de Meios Auxiliares de Locomoção Nas Regionais de Saúde I GRS JiParaná II GRS Cacoal III GRS Vilhena IV GRS Ariquemes V GRS Rolim de MouraPROCESSO 0054020824202537,3115.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-28,2025OB162322,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 02122025 A 05122025Porto VelhoCacoalPorto VelhoParticipação na 368ª Reunião Ordinária a ser realizada no dia 03 de dezembro de 2025 a partir das 9h no município de CacoalRO Aproveitase ainda a oportunidade para participação na XV Plenária de Conselhos de Saúde cujo tema será ¿Fortalecimento do Controle Social e Defesa do SUS nos Territórios de Rondônia¿ a realizarse nos dias 04 e 05 de dezembro de 2025 no mesmo localPROCESSO 0036053291202598,6230.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-28,2025OB162421,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 02122025 A 04122025Porto VelhoExtremaGuajará MirimPorto VelhoRealizar o acompanhamento e andamento das obras que estão sendo realizadas e a coleta de depoimentos de pacientes nas unidades localizadas nas cidades de Extrema e Guajará Mirim para posterior divulgação do andamento nas redes sociais da SESAUPROCESSO 0036045035202527,3782.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-11-28,2025OB162455,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 02112025 A 05112025Porto VelhoJiParanáCacoalPorto VelhoRetornoA finalidade da viagem é realizar visitas técnicas às unidades de saúde dos municípios de JiParaná e Cacoal com o objetivo de acompanhar as atividades desenvolvidas promover o alinhamento de fluxos assistenciais e administrativos e visitar prestadores de serviços com vistas ao fortalecimento da integração entre as equipes gestoras e os diversos atores envolvidos na rede de atenção à saúde Informo que o Senhor Claudio Cespede Pereira receberá o mesmo valor de diária da Senhora Secretária Adjunta pois irá assessorandoPROCESSO 0036051211202560,8410.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-01,2025OB163499,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIAS PERIODO 01122025 A 03122025Porto VelhoCacoalPorto VelhoTransporte de materiais de expediente e materiais hospitalares para Hospital De Urgência e Emergência Regional De Cacoal Heuro PROCESSO 0036054721202599,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-01,2025OB163504,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,35 DIARIASPERIODO 02122025 A 05122025Porto VelhoAriquemesJiParanáCacoal Rolim de MouraVilhenaPorto VelhoTransporte de Materiais de Expediente e Mandados Judiciais para as regionais de saúde de Ariquemes JiParaná Cacoal Rolim de Moura Vilhena e HRCPROCESSO 0036054731202524,3115.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-02,2025OB164321,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,COMPLEMTO DE DIARIAS PERIODO 20102025 A 2112025São Francisco do Guaporé CacoalSão Francisco do GuaporéParticipar do  Projeto ¿Cuidando de Quem Cuida Uma Jornada Institucional no SUS de Rondônia baseandose em metodologias da FEBRACIS ¿ Coaching Integral Sistêmico e nos princípios da Política Nacional de Humanização e da Educação Permanente em Saúde A iniciativa busca fortalecer a cultura organizacional aprimorar a gestão de pessoas e promover ambientes de trabalho mais saudáveis empáticos e colaborativosPROCESSO 0036048946202514,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-02,2025OB164380,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 04122025 A 06122025Porto Velho CacoalPorto VelhoTransporte de materiais de expediente e materiais hospitalares para o Hospital Regional de CacoalPROCESSO 0036054745202548,1112.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-03,2025OB165153,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 26112025 A 27112025CacoalPorto VelhoCacoalTransportar amostras de biopsias para realizar exame Anatomopatológicos ate o Hospital de Base em Porto Velho  ROPROCESSO 0036050867202565,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-03,2025OB165182,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 04122025 A 05122025Porto VelhoExtremaPorto VelhoTransporte de medicamentos e soluções básicas para o Hospital Regional de ExtremaPROCESSO 0036054754202539,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-03,2025OB165210,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 04122025 A 05122025 Porto VelhoExtremaPorto VelhoTransporte de medicamentos e soluções básicas para o Hospital Regional de ExtremaPROCESSO 0036054754202539,667.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-03,2025OB165224,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 04122025 A 05122025Porto Velho  AriquemesPorto VelhoTransporte de medicamentos soluções básicas e materiais hospitalares para o Centro de Diálise de AriquemesPROCESSO 0036054768202552,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-05,2025OB167117,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 04122025 A 06122025Porto VelhoCacoalPorto VelhoTransporte de materiais de expediente e materiais hospitalares para o Hospital Regional de CacoalPROCESSO 0036054745202548,1112.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-05,2025OB167148,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 31102025 A 31102025Porto VelhoAriquemesPorto VelhoRetornoA finalidade da viagem é a participação em audiência pública com o Ministério Público no município de Ariquemes referente à construção do novo hospital ocasião em que os servidores representarão esta Secretaria de Estado da Saúde SESAU nas discussões técnicas e administrativas sobre o projeto Informase que o servidor Claudio Cespede Pereira receberá o mesmo valor de diária atribuído à Senhora Secretária Adjunta considerando que atuará prestando assessoria direta durante as atividadesPROCESSO 0036051232202585,1157.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168007,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 04122025 A 05122025Porto VelhoJiParanáRolim de MouraPorto VelhoTransporte de medicamentos e Mandados Judiciais para as regionais de saúde de  JiParaná Rolim de MouraPROCESS0 0036055246202578,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168011,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIAPERIODO 09122025 A 10122025Porto VelhoBuritisPorto VelhoTransporte de materiais de expediente e materiais hospitalares para o Hospital Regional de BuritisPROCESSO 0036055771202593,1335.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168012,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 08122025 A 10122025 Porto VelhoAriquemesJiParanáRolim de Moura Porto VelhoTransporte de materiais de nutrição enteral para as regionais de saúde de Ariquemes JiParaná e Rolim de MouraPROCESO 0036055765202536,3337.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168014,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 28112025 A 28112025Porto VelhoExtrema Porto VelhoTransportar materiais de manutenção para a Unidade de Saúde Hospital Regional de ExtremaPROCESSO 0059001028202555,222.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168016,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 10122025 A 12122025Porto VelhoCacoalVilhenaPorto VelhoTransporte e a entrega de Nutrição Enteral para o hospital Regional de Cacoal Regional de Saúde de Cacoal Regional de Saúde de VilhenaPROCESSO 0036055792202517Estimativo para pagamento de diárias referente ao primeiro trimestre do exercício de 2025Fevereiro de 2025Ref Primeiro TrimestreAutorização 0056576682Nota 673 0056974076   Errata 0056998870Informação 327 0057004824,3337.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168019,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 11122025 A 13122025Porto Velho CacoalPorto VelhoTransporte de materiais de expediente e materiais hospitalares para o Hospital Regional de CacoalPROCESSO 0036055914202567,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-08,2025OB168022,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 11122025 A 13122025Porto VelhoSão Francisco do GuaporéPorto VelhoTransporte de materiais de expediente e hospitalares para o Hospital Regional de São Francisco do GuaporéPROCESSO 0036055934202538,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-11,2025OB169664,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,15 DIARIA  15 DIARIAPERIODO 22102025 A 23102025 E 24102025 A 25102025 DOIS PERIODOSJiParanáCacoalJiParanáParticipar do Projeto ¿Cuidando de Quem Cuida Uma Jornada Institucional no SUS de Rondônia¿PROCESSO 0036048869202594,2937.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-11,2025OB169839,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIARIASPERIODO 11122025 A 13122025Porto VelhoCacoalPorto VelhoTransporte de materiais de expediente e materiais hospitalares para Hospital De Urgência e Emergência Regional De Cacoal Heuro PROCESSO 0036055900202543,2225.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-11,2025OB169849,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,55 DIARIASPERIODO 07122025 A 12122025CacoalPorto VelhoCacoalRealizar fiscalização nas unidades BORO UTI ADULTO HB GESTÃO FARMACÊUTICA POC e CLÍNICA MÉDICAS DO HBPROCESSO 0036054832202503Estimativo para pagamento de diárias referente ao primeiro trimestre do exercício de 2025Fevereiro de 2025Ref Primeiro TrimestreAutorização 0056576682Nota 673 0056974076   Errata 0056998870Informação 327 0057004824,2447.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-11,2025OB169853,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,05 DIARIAPERIODO 11122025 A 11122025BuritisPorto VelhoBuritisConduzir o veículo levando material para realizar biópsias no Hospital de Base Dr Ary PinheiroPROCESSO 0036054644202577,222.5
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,33901414  DIARIAS NO PAIS(DENTRO DO ESTADO),0036.001256/2025-93,2025-12-11,2025OB170411,2025NE000076,PF3349014  -  DIARIAS PESS.CIVIL,25 DIÁRIAS PERÍODO  IDA 11122025  RETORNO 13122025Itinerário Porto VelhoJiParanáPorto VelhoParticipação alusivas à celebração do 4º aniversário do Centro de Prevenção e Diagnóstico do Câncer a ser realizada no dia 12 de dezembro de 2025 no município de JiParaná0036056763202564,3115.0
