UNIDADE,FONTE DE RECURSO,DESPESA,NUMERO PROCESSO,DATA,DOCUMENTO,DOC.ORIG.NE,CREDOR,HISTORICO,MOVIMENTO
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31900405  SALARIO PESSOA REGIDO PELA CLT,0036.054323/2025-72,2025-12-02,2025NL049579,2025NE007657,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,Liberação da Ordem Bancária no2025OB165482 referente à Preparação Pagamento no2025PP023827 na assinatura da Ordem Bancária efetuada pelo usuário 97290459253Roselaine de Souza Chaga,0.0
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31900405  SALARIO PESSOA REGIDO PELA CLT,0036.054323/2025-72,2025-12-02,2025PP023827,2025NE007657,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,2350543.29
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31900405  SALARIO PESSOA REGIDO PELA CLT,0036.054323/2025-72,2025-12-03,2025OB165482,2025NE007657,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,PGTO FOPAGNOVEMBRO2025,9747371.54
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31900405  SALARIO PESSOA REGIDO PELA CLT,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007657,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-12097914.83
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901101  VENCIMENTOS,0036.054323/2025-72,2025-12-02,2025OB164551,2025NE007655,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,FOPAGNOVEMBRO2025  COMPLEXO DA SAUDE,8814574.58
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901101  VENCIMENTOS,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007655,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-8814574.58
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901103  GRATIFICACAO DE FUNCAO,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007631,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,6500.0
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901103  GRATIFICACAO DE FUNCAO,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007631,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-6500.0
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901104  GRATIFICACAO ADICIONAL POR TEMPO DE SERVICO,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007632,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,225.2
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901104  GRATIFICACAO ADICIONAL POR TEMPO DE SERVICO,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007632,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-225.2
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901106  VANTAGEM PESSOAL,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007634,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,152982.23
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901106  VANTAGEM PESSOAL,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007634,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-152982.23
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901107  ADICIONAL DE INSALUBRIDADE,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007635,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,697273.49
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901107  ADICIONAL DE INSALUBRIDADE,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007635,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-697273.49
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901108  GRATIFICACAO DE REPRESENTACAO MENSAL,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007636,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,3199991.72
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901108  GRATIFICACAO DE REPRESENTACAO MENSAL,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007636,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-3199991.72
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901110  ADICIONAL DE PERICULOSIDADE,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007637,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,41487.9
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901110  ADICIONAL DE PERICULOSIDADE,0036.054323/2025-72,2025-12-31,2025NS001641,2025NE007637,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-41487.9
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901116  GRATIFICAÇÃO DE PRODUTIVIDADE,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007638,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,3412.19
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901116  GRATIFICAÇÃO DE PRODUTIVIDADE,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007638,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-3412.19
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"31901117  GRATIFICAÇÃO ESPECIALIZAÇÃO, MESTRADO, CONCLUSAO DE CURSOS",0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007639,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,5539.58
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"31901117  GRATIFICAÇÃO ESPECIALIZAÇÃO, MESTRADO, CONCLUSAO DE CURSOS",0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007639,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-5539.58
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901121  13 SALARIO,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007684,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,15408.27
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901121  13 SALARIO,0036.054323/2025-72,2025-12-31,2025NS001643,2025NE007684,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-15408.27
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901130  FERIAS - PESSOAL CIVIL,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007685,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,129763.09
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901130  FERIAS - PESSOAL CIVIL,0036.054323/2025-72,2025-12-02,2025OB164551,2025NE007687,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,FOPAGNOVEMBRO2025  COMPLEXO DA SAUDE,838409.78
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901130  FERIAS - PESSOAL CIVIL,0036.054323/2025-72,2025-12-31,2025NS001643,2025NE007685,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-129763.09
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901130  FERIAS - PESSOAL CIVIL,0036.054323/2025-72,2025-12-31,2025NS001644,2025NE007687,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-838409.78
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901139  GRATADICIONAL NOTURNO,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007640,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,383533.22
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901139  GRATADICIONAL NOTURNO,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007640,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-383533.22
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901140  INDENIZACAO DE FERIAS,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007686,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,211512.69
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901140  INDENIZACAO DE FERIAS,0036.054323/2025-72,2025-12-31,2025NS001644,2025NE007686,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-211512.69
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901143  ABONO DE PERMANENCIA,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007641,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,177731.88
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901143  ABONO DE PERMANENCIA,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007641,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-177731.88
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901147  LICENÇA PREMIO INDENIZADA,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007643,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,219712.31
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901147  LICENÇA PREMIO INDENIZADA,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007643,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-219712.31
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901161  SALÁRIO MATERNIDADE,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007644,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,79693.87
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901161  SALÁRIO MATERNIDADE,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007644,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-79693.87
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901602  SUBSTITUICOES,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007648,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,12169.21
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901602  SUBSTITUICOES,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007648,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-12169.21
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901603  GRATIFICACAO PREST DE SERVICO EXTRAORDINARIO,0036.054323/2025-72,2025-11-28,2025OB162365,2025NE007650,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,DESPESA COM PGTO FOPAGNOVEMBRO2025  COMPLEXO DA SAÚDE,1640165.97
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,31901603  GRATIFICACAO PREST DE SERVICO EXTRAORDINARIO,0036.054323/2025-72,2025-12-31,2025NS001642,2025NE007650,04287520000188  -  SECRETARIA DE ESTADO DA SAUDE,,-1640165.97
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.029832/2025-67,2025-12-31,2025NL055985,2025NE009347,03545833000126  -  CLINERON - CLINICA RENAL DE RONDONIA LTDA,,50931.64
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.029832/2025-67,2025-12-31,2025NS001352,2025NE009347,03545833000126  -  CLINERON - CLINICA RENAL DE RONDONIA LTDA,,-50931.64
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.035245/2025-15,2025-12-31,2025NL056011,2025NE009340,84715051000190  -  GATE-SERVICOS MEDICO HOSPITALARES LTDA,,79013.45
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.035245/2025-15,2025-12-31,2025NL056012,2025NE009340,84715051000190  -  GATE-SERVICOS MEDICO HOSPITALARES LTDA,,98517.78
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.035245/2025-15,2025-12-31,2025NL056013,2025NE009340,84715051000190  -  GATE-SERVICOS MEDICO HOSPITALARES LTDA,,44136.26
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"33903950  SERV MEDICO-HOSPITAL,ODONTOL E LABORATORIAL",0036.035245/2025-15,2025-12-31,2025NS001351,2025NE009340,84715051000190  -  GATE-SERVICOS MEDICO HOSPITALARES LTDA,,-221667.49
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"44905103  Ampliação, Reconstrução, Restauração e Modific",0036.006123/2024-22,2025-12-15,2025NL052570,2025NE007943,12858187000148  -  B. DE ALCANTARA MOURAO,,3741.91
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"44905103  Ampliação, Reconstrução, Restauração e Modific",0036.006123/2024-22,2025-12-15,2025NL052702,2025NE007943,12858187000148  -  B. DE ALCANTARA MOURAO,Liberação da Ordem Bancária no2025OB174249 referente à Preparação Pagamento no2025PP025195 na assinatura da Ordem Bancária efetuada pelo usuário 97290459253Roselaine de Souza Chaga,0.0
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"44905103  Ampliação, Reconstrução, Restauração e Modific",0036.006123/2024-22,2025-12-15,2025PP025195,2025NE007943,12858187000148  -  B. DE ALCANTARA MOURAO,,1796.02
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"44905103  Ampliação, Reconstrução, Restauração e Modific",0036.006123/2024-22,2025-12-16,2025OB174249,2025NE007943,12858187000148  -  B. DE ALCANTARA MOURAO,DESPESA COM PGTO DA NFSE365 REF REAJUSTE AO CONTRATO Nº CNT0786SESAUPGE2023Checklist 0067267243Termo 1ª Termo de Apostilamento de Reajuste 0067038060Parecer 568 0064374953Informação 1021 00507038500036006123202422IRRF DA NF 36525 CONFORME Checklist 0067267243,144130.33
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,"44905103  Ampliação, Reconstrução, Restauração e Modific",0036.006123/2024-22,2025-12-31,2025NS001647,2025NE007943,12858187000148  -  B. DE ALCANTARA MOURAO,,-149668.26
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,44905112  Obras e Instalações,0036.419926/2021-09,2025-12-04,2025NL050088,2025NE007082,50708520000121  -  PSV CONSTRUÇÕES LTDA,,2602.14
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,44905112  Obras e Instalações,0036.419926/2021-09,2025-12-05,2025OB167203,2025NE007082,50708520000121  -  PSV CONSTRUÇÕES LTDA,DESPESA COM PGTO DA NFSE193 REF 4ª MEDIÇÃO  REALIZAÇÃO DE SERVIÇOS DE REFORMA EAMPLIAÇÃO DO HOSPITAL REGIONAL DE SÃO FRANCISCO DO GUAPORÉChecklist 0066385172Contrato Nº 2262025PGESESAU 0058543260Relatório de Fiscalização  4ª Medição 00655904890036031818202523,74386.1
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,44905112  Obras e Instalações,0036.419926/2021-09,2025-12-05,2025OB167204,2025NE007082,50708520000121  -  PSV CONSTRUÇÕES LTDA,DESPESA COM PGTO DA NFSE192 REF 5ª MEDIÇÃO  REALIZAÇÃO DE SERVIÇOS DE REFORMA EAMPLIAÇÃO DO HOSPITAL REGIONAL DE SÃO FRANCISCO DO GUAPORÉChecklist 0066385172Contrato Nº 2262025PGESESAU 0058543260Relatório de Fiscalização  5ª Medição 00658527210036031818202523,71744.8
170012  -  FES,1500000001  Recursos não Vinculados de Impostos,44905112  Obras e Instalações,0036.419926/2021-09,2025-12-31,2025NS001629,2025NE007082,50708520000121  -  PSV CONSTRUÇÕES LTDA,,-148733.04
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900402  INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS,0036.058119/2025-21,2025-12-24,2025OB182540,2025NE008762,29979036001201  -  INSS INSTITUTO NACIONAL DO SEGURO SOCIAL,DESPESA COM PGTO DE INSS PARTE PATRONAL  FOPAGDEZEMBRO2025,3785214.01
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900402  INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS,0036.058119/2025-21,2025-12-24,2025OB182541,2025NE008762,29979036001201  -  INSS INSTITUTO NACIONAL DO SEGURO SOCIAL,DESPESA COM PGTO DE INSS PARTE PATRONAL  FOPAGDEZEMBRO2025,51535.22
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900402  INSTITUTO NACIONAL DE SEGURO SOCIAL - INSS,0036.058119/2025-21,2025-12-31,2025NS001658,2025NE008762,29979036001201  -  INSS INSTITUTO NACIONAL DO SEGURO SOCIAL,,-3836749.23
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.004509/2025-81,2025-01-31,2025OB006369,2025NE000039,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,6952.87
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.004509/2025-81,2025-12-31,2025NS001354,2025NE000039,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-6952.87
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.009951/2025-01,2025-02-28,2025OB018328,2025NE001001,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,7697.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.009951/2025-01,2025-12-31,2025NS001403,2025NE001001,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-7697.0
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.014951/2025-15,2025-03-31,2025OB029909,2025NE001828,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,6874.44
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.014951/2025-15,2025-12-31,2025NS001435,2025NE001828,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-6874.44
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.020421/2025-14,2025-04-30,2025OB043794,2025NE002303,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,5542.76
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.020421/2025-14,2025-12-31,2025NS001455,2025NE002303,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-5542.76
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.025108/2025-64,2025-05-30,2025OB060849,2025NE002736,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,6420.07
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.025108/2025-64,2025-12-31,2025NS001474,2025NE002736,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-6420.07
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.030133/2025-60,2025-06-30,2025OB077915,2025NE003518,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.030133/2025-60,2025-12-31,2025NS001501,2025NE003518,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.035735/2025-11,2025-07-31,2025OB096375,2025NE004571,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.035735/2025-11,2025-12-31,2025NS001544,2025NE004571,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.040934/2025-33,2025-08-29,2025OB111914,2025NE005505,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.040934/2025-33,2025-12-31,2025NS001576,2025NE005505,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-5723.03
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.046235/2025-05,2025-09-30,2025OB129571,2025NE006303,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,9181.05
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900403  ADICIONAL DE PERICULOSIDADE LEI 3961/16,0036.046235/2025-05,2025-12-31,2025NS001604,2025NE006303,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-9181.05
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.004509/2025-81,2025-01-31,2025OB006369,2025NE000038,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,130799.92
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.004509/2025-81,2025-12-31,2025NS001354,2025NE000038,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-130799.92
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.009951/2025-01,2025-02-28,2025OB018328,2025NE001000,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,137702.33
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.009951/2025-01,2025-12-31,2025NS001403,2025NE001000,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-137702.33
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.014951/2025-15,2025-03-31,2025OB029909,2025NE001827,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,122660.76
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.014951/2025-15,2025-12-31,2025NS001435,2025NE001827,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-122660.76
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.020421/2025-14,2025-04-30,2025OB043794,2025NE002302,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,132917.1
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.020421/2025-14,2025-12-31,2025NS001455,2025NE002302,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-132917.1
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.025108/2025-64,2025-05-30,2025OB060849,2025NE002735,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,134070.28
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.025108/2025-64,2025-12-31,2025NS001473,2025NE002735,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-134070.28
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.030133/2025-60,2025-06-30,2025OB077915,2025NE003516,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,147074.29
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.030133/2025-60,2025-12-31,2025NS001501,2025NE003516,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-147074.29
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.035735/2025-11,2025-07-31,2025OB096375,2025NE004570,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,135512.96
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.035735/2025-11,2025-12-31,2025NS001544,2025NE004570,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-135512.96
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.040934/2025-33,2025-08-29,2025OB111914,2025NE005504,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,142653.66
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.040934/2025-33,2025-12-31,2025NS001576,2025NE005504,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-142653.66
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.046235/2025-05,2025-09-30,2025OB129571,2025NE006302,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,172300.08
170012  -  FES,1500001002  Recursos não vinculados de Impostos - saúde,31900404  ADICIONAL DE INSALUBRIDADE - CONTRATO EMERGENCIAL,0036.046235/2025-05,2025-12-31,2025NS001604,2025NE006302,00733062000102  -  FUNDO ESTADUAL DE SAUDE - FES,,-172300.08
